255	256	1
255	257	1
255	259	1
255	260	1
255	261	1
256	258	1
256	413	1
257	258	1
257	413	1
259	262	1
259	263	1
260	262	1
260	263	1
261	262	1
261	263	1
264	266	1
266	279	2
266	291	1
266	292	1
269	271	1
271	320	1
271	371	1
271	379	1
272	278	1
273	278	3
273	320	1
273	416	1
274	278	1
275	278	1
275	379	2
276	278	1
276	320	1
277	278	1
279	280	2
279	281	2
279	282	2
279	283	2
279	284	2
279	285	2
279	286	2
279	287	2
279	288	2
279	289	2
279	290	2
280	291	1
280	292	1
281	291	1
281	292	1
282	291	1
282	292	1
283	291	1
283	292	1
284	291	1
284	292	1
285	291	1
285	292	1
286	291	1
286	292	1
287	291	1
287	292	1
288	291	1
288	292	1
288	371	1
288	379	1
289	291	1
289	292	1
290	291	1
290	292	1
303	304	1
303	305	1
304	306	1
304	307	1
304	308	2
304	310	1
304	311	1
305	306	1
305	307	1
305	308	2
315	320	2
316	320	3
317	320	1
318	320	1
319	320	2
321	322	1
321	323	1
321	324	1
321	325	1
322	326	1
323	326	1
324	326	1
325	326	1
351	352	1
351	353	1
351	354	1
352	355	1
353	355	1
354	355	1
361	363	1
371	378	1
378	379	1
393	395	1
393	396	1
395	416	1
396	402	1
397	402	1
398	402	1
399	402	1
400	402	1
401	402	1
